paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,gross photosynthesis,2.952366112,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,gross photosynthesis,4.411882259,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,gross photosynthesis,4.265881373,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,gross photosynthesis,2.817253222,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,gross photosynthesis,3.090991914,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,gross photosynthesis,6.077131248,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,gross photosynthesis,4.123397071,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,gross photosynthesis,2.746952157,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,gross photosynthesis,3.377439576,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,gross photosynthesis,4.024896341,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,gross photosynthesis,4.375981832,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,gross photosynthesis,2.795367484,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,gross photosynthesis,4.105186989,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,gross photosynthesis,4.33969036,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,gross photosynthesis,4.253179129,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,gross photosynthesis,3.766665945,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,gross photosynthesis,3.643863892,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,gpp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,21,C,net photosynthesis,1.972583925,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,22,C,net photosynthesis,1.575396106,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,21,C,net photosynthesis,2.001498695,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,21,C,net photosynthesis,1.569875751,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,2.380743027,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,2.635632442,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,1.972130076,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,2.146825803,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,2.130863121,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,2.400340301,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,2.022342968,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,3.467573037,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,3.516241565,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,2.061963725,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,1.20057132,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,0.295266945,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,0.485720468,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,net photosynthesis,2.39510014,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,net photosynthesis,2.591704652,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,net photosynthesis,1.855652472,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,net photosynthesis,2.217547209,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,2.547069226,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,1.477336579,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,1.683526723,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,net photosynthesis,4.047289183,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,net photosynthesis,1.789784715,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,net photosynthesis,1.611007518,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,net photosynthesis,1.894828815,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,2.083371252,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,2.643814652,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,1.301742907,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,2.218472335,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,net photosynthesis,2.649794294,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,net photosynthesis,2.46488602,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,net photosynthesis,2.341675539,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,net photosynthesis,1.994872117,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,623,623,umol m^-2  s^-1,npp,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,21,C,respiration,1.279809374,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,22,C,respiration,1.021093289,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,21,C,respiration,0.914356843,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,21,C,respiration,0.894411473,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,respiration,1.821595236,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,respiration,1.7828272,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,respiration,1.28754016,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,respiration,1.9753146,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,respiration,1.353919821,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,respiration,1.185227278,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,respiration,1.235232805,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,respiration,2.029239361,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,respiration,2.408443062,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,respiration,1.922952879,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,respiration,1.574547534,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,respiration,1.118077152,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,respiration,1.113351756,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,respiration,0.809552135,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,respiration,1.936634961,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,respiration,1.299701842,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,respiration,1.577507305,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,respiration,1.096713641,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,33,C,respiration,2.19433505,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,respiration,1.718812146,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,respiration,1.339916643,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,respiration,1.407465191,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,respiration,2.029842065,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,respiration,2.333612356,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,respiration,1.135944638,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,28,C,respiration,1.482610761,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,respiration,1.94152509,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,respiration,1.73216718,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,respiration,1.493624577,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,respiration,1.886714654,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,respiration,1.689896066,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,respiration,1.788293109,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,respiration,1.424990406,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,30,C,respiration,1.648991775,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,panama,0,0,umol m^-2  s^-1,r,9.14,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,24,C,net photosynthesis,1.133988172,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,1.3033204,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,-0.570902386,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,0.775719481,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,1.068147023,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,27,C,net photosynthesis,0.507305547,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,0.421575339,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,1.105161604,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,24,C,net photosynthesis,0.61827673,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,1.657750856,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,-0.628341137,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,0.675002449,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,0.830967226,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,27,C,net photosynthesis,0.692653743,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,34,C,net photosynthesis,0.092734694,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,32,C,net photosynthesis,0.79539423,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,24,C,net photosynthesis,0.916888491,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,29,C,net photosynthesis,1.310997793,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,36,C,net photosynthesis,-0.515401604,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,26,C,net photosynthesis,1.06665322,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
silbiger2019,silbiger2019,suppdatafile,pop,Orbicella,franksi,31,C,net photosynthesis,1.260554687,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,,,,M,lab,,,location,bermuda,623,623,umol m^-2  s^-1,npp,32.27,,coral
